id,name
1470,"Amesbury Middle School Library, Amesbury, MA"
1471,"Amherst Regional Middle School Library, Amherst, MA"
1472,"Amos A. Lawrence School Library, Brookline, MA"
1473,"Andrew Peabody School Library, Cambridge, MA"
1474,"Andrews Middle School Library Media Center, Medford, MA"
1475,"Angier Elementary School Barbara Feldstein Library, Newton, MA"
1476,"Anna Ware Jackson Elementary School Library Media Center, Plainville, MA"
1477,"Annie L. Sargent Elementary School Library, North Andover, MA"
1478,"Arthur D. Healey School Library, Somerville, MA"
1479,"Arthur F. Sullivan Middle School Library, Worcester, MA"
1480,"Assawompset Elementary School Library, Lakeville, MA"
1481,"Atkinson Elementary School Library, North Andover, MA"
1482,"Avery Elementary School Library Media Center, Dedham, MA"
1483,"Ayers Ryal Side School Library, Beverly, MA"
1484,"Balch  Elementary School Balch Elementary School Library, Norwood, MA"
1485,"Bancroft Elementary School Media Center, Andover, MA"
1486,"Barnstable Intermediate School Library, Barnstable, MA"
1487,"Beal Early Childhood Center Beal Media Center, Shrewsbury, MA"
1488,"Beatrice H. Wood Elementary School Library Media Center, Plainville, MA"
1489,"Beebe School Schofield Library, Malden, MA"
1490,"Bellamy Middle School Governor Robinson Memorial Library, Chicopee, MA"
1491,"Belmonte Middle School Library, Saugus, MA"
1492,"Benjamin G. Brown Elementary School Library, Somerville, MA"
1493,"Benjamin J. Phelps Elementary School Library Media Center, Agawam, MA"
1494,"Bentley Elementary School Library, Salem, MA"
1495,"Berkshire Hills Regional School District Muddy Brook Regional Elementary School Library, Great Barrington, MA"
1496,"Bigelow Middle School Library, Newton, MA"
1497,"Birch Meadow Elementary School Library, Reading, MA"
1498,"Birchland Park Middle School Library, East Longmeadow, MA"
1499,"Blanchard Memorial School Webster Blanchard Library, Boxborough, MA"
1500,"Blueberry Hill School Alexander M. Kassanos Library, Longmeadow, MA"
1501,"Boston Public Schools Campbell Resource Center Library, Boston, MA"
1502,"Bourne Middle School Media Center, Bourne, MA"
1503,"Bowen Elementary School Library, Newton, MA"
1504,"Bowman Elementary School Library, Lexington, MA"
1505,"Bresnahan Elementary School Library, Newburyport, MA"
1506,"Bridge Elementary School Library, Lexington, MA"
1508,"Briscoe Middle School Media Center, Beverly, MA"
1509,"Broadmeadow Elementary School Library, Needham, MA"
1510,"Brooks Elementary School Library, Medford, MA"
1511,"Burgess Elementary School Library, Sturbridge, MA"
1512,"Burncoat Middle School Library, Worcester, MA"
1513,"Burr Elementary School Library, Newton, MA"
1514,"C. M. Callahan Elementary School Library, Norwood, MA"
1515,"C.A. Farley Elementary School Library, Hudson, MA"
1516,"C.J. Prescott Elementary School  McGuire Library, Norwood, MA"
1517,"Cabot  Elementary School Library, Newton, MA"
1518,"Calvin Coolidge School Coolidge Media Center, Shrewsbury, MA"
1519,"Cambridgeport School Library, Cambridge, MA"
1520,"Carlisle School Ruth C. Wilkins Library, Carlisle, MA"
1521,"Carver Elementary School Instructional Media Center, Carver, MA"
1522,"Cashman Elementary School Library, Amesbury, MA"
1523,"Center Elementary School Library, Hopkinton, MA"
1524,"Center School Library, Stow, MA"
1525,"Center School Library, Longmeadow, MA"
1526,"Centerville Elementary School Library, Beverly, MA"
1527,"Central Elementary School Library, East Bridgewater, MA"
1528,"Chace Elementary School Library Media Center, Somerset, MA"
1529,"Chapin Street Elementary School Nancy Cabana Memorial Library, Ludlow, MA"
1530,"Charles E.Brown Middle School Library, Newton, MA"
1531,"Charlton Middle School Library, Charlton, MA"
1532,"Chestnut Hill Community School Library, Belchertown, MA"
1533,"Chickering Elementary School Library, Dover, MA"
1534,"Claypit Hill School Library, Wayland, MA"
1535,"Clifford M. Granger School Library, Agawam, MA"
1536,"Col. John Robinson Elementary School Library, Westford, MA"
1537,"Col. Moses Parker Middle School Library, Chelmsford, MA"
1538,"Cold Spring Elementary School Library, Plymouth, MA"
1539,"Collins Middle School Library, Salem, MA"
1540,"Columbus Elementary School Library, Medford, MA"
1541,"Comprehensive Grammar School Library, Methuen, MA"
1542,"Concord Middle School Peabody Library, Sanborn Library, Concord, MA"
1543,"Converse Middle School Library, Palmer, MA"
1544,"Conway Grammar School Dacey Library, Conway, MA"
1545,"Coolidge Middle School Library, Reading, MA"
1546,"Cottage Street Elementary School Library, Sharon, MA"
1547,"Country Elementary School Library, Weston, MA"
1548,"Countryside Elementary School  Rita Cushing Library, Newton, MA"
1549,"Cove Elementary School Library, Beverly, MA"
1550,"Crocker Farm Elementary School Library, Amherst, MA"
1551,"Crosby Elementary School Library, Pittsfield, MA"
1552,"Cunniff Elemenary School Ellen Heyman Cone Memorial Library, Watertown, MA"
1553,"Dale Street Elementary School Library Media Center, Medfield, MA"
1554,"Daley Middle School Library, Lowell, MA"
1555,"Daniel B. Brunton Elementary School Library, Springfield, MA"
1556,"Daniel L. Joyce Middle School Peter Varoutsas Memorial Library, Woburn, MA"
1557,"Dartmouth Middle School  Library Media Center, Dartmouth, MA"
1558,"Dedham Middle School Media Center, Dedham, MA"
1559,"Deerfield Elementary School Library, Westwood, MA"
1560,"Dennett Elementary School Library, Plympton, MA"
1561,"Dighton Middle School Library, Dighton, MA"
1562,"Donald P. Timony Grammar School Timony Media Center, Methuen, MA"
1563,"Douglas Intermediate Elementary School Library, Douglas, MA"
1564,"Douglas MacArthur Elementary School Library, Waltham, MA"
1565,"Dover-Sherborn Middle School Andrews Library, Dover, MA"
1566,"Downey Elementary School Library, Westwood, MA"
1567,"Dr. Albert Argenziano School at Lincoln Park Library, Somerville, MA"
1568,"Dr. Kevin M. Hurley Middle School Library Library, Seekonk, MA"
1569,"Dr. Martin Luther King, Jr. School Library Media Department, Cambridge, MA"
1570,"Dr. Philip O. Coakley Middle School Library, Norwood, MA"
1571,"Drewicz School Library, Lynn, MA"
1572,"Dudley Middle School Library Media Center, Dudley, MA"
1573,"Duxbury Middle School Media Center, Duxbury, MA"
1574,"E. W. Thurston Middle School Library, Westwood, MA"
1575,"East Elementary School Dorothy Galo Library, Hingham, MA"
1576,"East Elementary School Library, Sharon, MA"
1577,"East Falmouth Elementary School Library, Falmouth, MA"
1578,"East Meadow School Library, Granby, MA"
1579,"East Middle School Library Media Center, Braintree, MA"
1580,"East Middle School Library/IRC, Brockton, MA"
1581,"East Street Elementary School Library, Ludlow, MA"
1582,"Eastford Road School Library, Southbridge, MA"
1583,"Eastham Elementary School Nickerson Library, Eastham, MA"
1584,"Edgartown Elementary School Library, Edgartown, MA"
1585,"Edith C. Baker School Library, Brookline, MA"
1586,"Edward Devotion School Library, Brookline, MA"
1587,"Edward N. White School Library, Holyoke, MA"
1588,"Egremont Elementary School  Library Media Center, Pittsfield, MA"
1589,"Elias Brookings Elementary School Brookings Library Learning Center, Springfield, MA"
1590,"Elmwood Elementary School Library, Hopkinton, MA"
1591,"Ephraim Curtis Middle School Library Media Center, Sudbury, MA"
1592,"Erving Elementary School Library, Erving, MA"
1593,"Escuela Amigos School Amigos Library, Cambridge, MA"
1594,"Essex Elementary School Nancy H. Wood Library Media Center, Essex, MA"
1595,"Eugene C. Vining Elementary School Library, Billerica, MA"
1596,"F. A. Cleveland Elementary School Paula C. Clifford Library, Norwood, MA"
1597,"F. A. Day Middle School Library, Newton, MA"
1598,"F. Lyman Winship Elementary School Library, Boston, MA"
1599,"Fairview Veterans Memorial Middle School Library, Chicopee, MA"
1600,"Fannie E. Proctor Elementary School Louis P. Anastas Media Center, Northborough, MA"
1601,"Farmington River Elementary School Library, Otis, MA"
1602,"Field School Library, Weston, MA"
1603,"Fiske Elementary School Library, Lexington, MA"
1604,"Fletcher Maynard Academy Library, Cambridge, MA"
1605,"Floral Street Elementary School Media Center, Shrewsbury, MA"
1606,"Florence Sawyer School Library Media Center, Bolton, MA"
1607,"Forest Avenue Elementary School Library, Hudson, MA"
1608,"Forest Grove Middle School Library Media Center, Worcester, MA"
1609,"Forest Park Middle School Library, Springfield, MA"
1610,"Forestdale Elementary School Stephen H. Feldstein Library, Malden, MA"
1611,"Forestdale School Library, Sandwich, MA"
1612,"Fort River Elementary School Library, Amherst, MA"
1613,"Foster Elementary School Library, Hingham, MA"
1614,"Fowler Middle School Library, Maynard, MA"
1615,"Fox Hill Elementary School Library, Burlington, MA"
1616,"Francis J. Muraco Elementary School Library, Winchester, MA"
1617,"Francis Wyman Elementary School Library Media Center, Burlington, MA"
1618,"Frank Zervas Elementary School Library, Newton, MA"
1619,"Franklin Avenue Elementary School Library Media Center, Westfield, MA"
1620,"Franklin Elementary School Library, Newton, MA"
1621,"Franklin Elementary School Library, North Andover, MA"
1622,"Fred Miller Elementary School Library, Holliston, MA"
1623,"Frederick Harris Elementary School Library, Springfield, MA"
1624,"Frederick J. Dutile Elementary School Library, Billerica, MA"
1625,"Freeman Kennedy Elementary School Library, Norfolk, MA"
1626,"Furnace Brook Middle School  Library, Marshfield, MA"
1627,"General John Nixon Elementary School Library, Sudbury, MA"
1628,"George Keverian School Library, Everett, MA"
1629,"George R. Martin Elementary School Library, Seekonk, MA"
1630,"Gerena Community School Library, Springfield, MA"
1631,"Gill Elementary School Library, Gill, MA"
1632,"Glenwood Elementary School Kelliher Library Media Center, Springfield, MA"
1633,"Glover School Library, Marblehead, MA"
1634,"Golden Hill Elementary School Library, Haverhill, MA"
1635,"Grace F. Cole Elementary School Library, Norwell, MA"
1636,"Grafton Middle School Library, Grafton, MA"
1637,"Graham and Parks Alternative School Ann Bolger Library, Cambridge, MA"
1638,"Great Oak Elementary School Library, Danvers, MA"
1639,"Green Meadow Elementary School Library, Maynard, MA"
1640,"Green Meadows Elementary School Library, Hampden, MA"
1641,"Greenlodge Elementary School Elizabeth Cummings Library Media Center, Dedham, MA"
1642,"H. Olive Day Elementary School Thomas Delmonaro Media Center, Norfolk, MA"
1643,"Haggerty School Library, Cambridge, MA"
1644,"Hajjar Elementary School Library, Billerica, MA"
1645,"Hale Middle School Library, Stow, MA"
1646,"Halifax Elementary School Library, Halifax, MA"
1647,"Hampden-Wilbraham Regional School District Soule Road Elementary School Library, Wilbraham, MA"
1648,"Hampden-Wilbraham Regional School District Stony Hill Elementary School Library, Wilbraham, MA"
1649,"Hannah Elementary School Library, Beverly, MA"
1650,"Hanover Middle School The Philip J. O'Neil Library, Hanover, MA"
1651,"Hanscom Middle School Library, Lincoln, MA"
1652,"Hanscom Primary School Library, Lincoln, MA"
1653,"Hanson Middle School Library, Hanson, MA"
1654,"Happy Hollow Elementary School Library, Wayland, MA"
1655,"Harrington Elementary School Library, Lexington, MA"
1656,"Harrington Elementary School Library, Lynn, MA"
1657,"Harry Lee Cole School Library, Boxford, MA"
1658,"Harwich Elementary School Walter R. Nagle Library Media Center, Harwich, MA"
1659,"Harwich Middle School Library Media Center, Harwich, MA"
1660,"Hastings School Library, Lexington, MA"
1661,"Hatfield Elementary School Library, Hatfield, MA"
1662,"Hawthorne Brook Middle School Library, Townsend, MA"
1663,"Heath School Library, Brookline, MA"
1664,"Heights Elementary School Library, Sharon, MA"
1665,"Henry T. Wing School James G. Dolan Library, Sandwich, MA"
1666,"Henry Whittemore Elementary School Library, Waltham, MA"
1667,"Herberg Middle School Library, Pittsfield, MA"
1668,"Higgins Middle School Cullen Memorial Library, Peabody, MA"
1669,"High Plain Elementary School Library, Andover, MA"
1670,"High Rock Middle School High Rock School Library, Needham, MA"
1671,"Highland Elementary School  Library Media Center, Westfield, MA"
1672,"Highlands Elementary School Library, Danvers, MA"
1673,"Hillside Elementary School Media Center, Needham, MA"
1674,"Hingham Middle School Library Media Center, Hingham, MA"
1675,"Holten Richmond Middle School Dr. Betty G. Allen Library, Danvers, MA"
1676,"Hopedale Memorial Elementary School Library Media Center, Hopedale, MA"
1677,"Hopkins School  Library, Hopkinton, MA"
1678,"Hopkinton Middle School Library, Hopkinton, MA"
1679,"Horace Mann Elementary School Library, Newton, MA"
1680,"Horace Mann School Library, Franklin, MA"
1681,"Hosmer Elementary School Hosmer Library, Watertown, MA"
1682,"Howe-Manning Elementary School Library, Middleton, MA"
1683,"Huckleberry Hill Elementary School Library, Lynnfield, MA"
1684,"Hunnewell Elementary School Library, Wellesley, MA"
1685,"Hurley K-8 School Dones Memorial Library, Boston, MA"
1686,"Hyannis West Elementary School Library, Barnstable, MA"
1687,"Indian Brook Elementary School Library, Plymouth, MA"
1688,"Indian Head School Library, Hanson, MA"
1689,"Israel Loring Elementary School Gail Keene Library, Sudbury, MA"
1690,"J. Warren Killam Elementary School Library Media Center, Reading, MA"
1691,"J.L. Mulready Elementary School Library, Hudson, MA"
1692,"J.P. Oldham Elementary School Library, Norwood, MA"
1693,"J.R. Lowell School Library, Watertown, MA"
1694,"Jabish Brook Middle School  Library, Belchertown, MA"
1695,"James Clark Elementary School Library Media Center, Agawam, MA"
1696,"James Fitzgerald Elementary School  Library Media Center, Waltham, MA"
1697,"JFK Middle School Library, Northampton, MA"
1698,"John A. Crisafulli Elementary School Library, Westford, MA"
1699,"John D. Runkle Elementary School Martin Sleeper Library, Brookline, MA"
1700,"John Eliot Elementary School Library, Needham, MA"
1701,"John F. Kennedy Elementary School Library, Billerica, MA"
1702,"John F. Kennedy Elementary School Library, Somerville, MA"
1703,"John F. Kennedy Middle School  G. Lorne MacArthur Library, Waltham, MA"
1704,"John F. Kennedy Middle School Estelle B. Hite Library, Natick, MA"
1705,"John F. Kennedy Middle School Janice Callahan Memorial Library, Woburn, MA"
1706,"John F. Kennedy Middle School Library, Springfield, MA"
1707,"John Glenn Middle School Library, Bedford, MA"
1708,"John H. Duval Jr. Elementary School Library, Whitman, MA"
1709,"John J. Ahern Middle School Media Center, Foxborough, MA"
1710,"John M. Tobin Montessori School Library Media Center, Cambridge, MA"
1711,"John Parker Elementary School Library, Billerica, MA"
1712,"John T. Nichols, Jr. Middle School Library, Middleborough, MA"
1713,"John W. McDevitt Middle School Library, Waltham, MA"
1714,"John Ward Elementary School Library, Newton, MA"
1715,"Johnny Appleseed Elementary School Library, Leominster, MA"
1716,"Johnson Middle School Library / Media Center, Walpole, MA"
1717,"Jonas Clarke Middle School Library, Lexington, MA"
1718,"Joseph Estabrook Elementary School Library, Lexington, MA"
1719,"Joseph Fiske Elementary School Library, Wellesley, MA"
1720,"Joseph Martin Elementary School Library/Media Center, North Attleborough, MA"
1721,"Joshua Eaton Elementary School Library, Reading, MA"
1722,"Josiah Haynes Elementary School Library, Sudbury, MA"
1723,"Juniper Park Elementary School Library Media Center, Westfield, MA"
1724,"Katherine Lee Bates Elementary School Bates Library Media Center, Wellesley, MA"
1725,"Kennedy Longfellow School John J. Curry Media Center, Cambridge, MA"
1726,"Kenneth C. Coombs School Library, Mashpee, MA"
1727,"King Open School Library, Cambridge, MA"
1728,"Kingston Intermediate School Library, Kingston, MA"
1729,"Kittredge Elementary School Library, North Andover, MA"
1730,"Lafayette School Library, Everett, MA"
1731,"Lakeview Junior High School Library, Dracut, MA"
1732,"Lanesborough Elementary School Library, Lanesborough, MA"
1733,"Laurence C. MacArthur Elementary School Media Center, Yarmouth, MA"
1734,"Lawrence Middle School Library Media Center, Falmouth, MA"
1735,"Lee Elementary School Library, Lee, MA"
1736,"Leverett Elementary School Library, Leverett, MA"
1737,"Lillian M. Jacobs School James A. Curtis Library Media Center, Hull, MA"
1738,"Lincoln Elementary School Library, Winchester, MA"
1739,"Lincoln Elementary School Library, Springfield, MA"
1740,"Lincoln School Library, Lincoln, MA"
1741,"Lincoln Street Elementary School Library, Northborough, MA"
1742,"Lincoln-Eliot Elementary School Library, Newton, MA"
1743,"Lincoln-Thomson Elementary School Library Media Center, Lynn, MA"
1744,"Littleton Middle School Library, Littleton, MA"
1745,"Lloyd G. Blanchard Middle School Media Center, Westford, MA"
1746,"Locke Middle School Library, Billerica, MA"
1747,"Loker Kindergarten School Library Media Center, Wayland, MA"
1748,"Louis F. Angelo Elementary School Library, Brockton, MA"
1749,"Louise A. Conley Elementary School Library, Whitman, MA"
1750,"Lt. Elmer J. McMahon School Library, Holyoke, MA"
1751,"Lt. Job Lane Elementary School Robert E Hentz Library, Bedford, MA"
1752,"Luther Burbank Middle School Library, Lancaster, MA"
1753,"Lynch Elementary School Library, Winchester, MA"
1754,"Lynnfield Middle School Library, Lynnfield, MA"
1755,"Lyons School Maureen A. Reynar Library, Randolph, MA"
1756,"Madeline English School Library, Everett, MA"
1757,"Manchester Memorial Elementary School Library, Manchester-by-the-Sea, MA"
1758,"Manomet Elementary School Library, Plymouth, MA"
1759,"Maquan Elementary School Library, Hanson, MA"
1760,"Marblehead Veterans Middle School Library, Marblehead, MA"
1761,"Margaret C. Ells School Henry Palmer Media Center, Springfield, MA"
1762,"Margaret L. Donovan Elementary School Library, Randolph, MA"
1763,"Marguerite E. Peaslee Elementary School Library, Northborough, MA"
1764,"Marguerite E. Small Innovation School Library Media Center, Yarmouth, MA"
1765,"Maria Hastings Elementary School Library, Lexington, MA"
1766,"Maria L. Baldwin School Library, Cambridge, MA"
1767,"Marion E. Zeh Elementary School Media Center, Northborough, MA"
1768,"Marks Meadow Elementary School Library Media Center, Amherst, MA"
1769,"Marsh Grammar School Library, Methuen, MA"
1770,"Marshall Middle School Library, Billerica, MA"
1771,"Marshall Simonds Middle School Library, Burlington, MA"
1772,"Martha Jones School Library, Westwood, MA"
1773,"Martin E. Young Elementary School Library, Randolph, MA"
1774,"Mary A. Dryden Veterans Memorial School Jim Trelease Library, Springfield, MA"
1776,"Mary Finn Elementary School Library, Southborough, MA"
1777,"Mary O. Pottenger Elementary School Margaret O' Malley Media Center, Springfield, MA"
1778,"Mary Rowlandson Elementary School Library, Lancaster, MA"
1779,"Masconomet Regional Middle School Library, Topsfield, MA"
1780,"Mason Rice Elementary School Library, Newton, MA"
1781,"Mattacheese Middle School Library Media Center, Yarmouth, MA"
1782,"McCall Middle School Library, Winchester, MA"
1783,"McCarthy Middle School Library, Chelmsford, MA"
1784,"McCormack Middle School Library, Boston, MA"
1785,"McGlynn Middle School Library, Medford, MA"
1786,"Melrose Middle School Victoria McLaughlin Library, Melrose, MA"
1787,"Memorial School Library, Medfield, MA"
1788,"Memorial Spaulding Elementary School Library, Newton, MA"
1789,"Merriam School Library, Acton, MA"
1790,"Michael Driscoll School Library, Brookline, MA"
1791,"Michael E. Capuano Early Childhood Education Center Library, Somerville, MA"
1792,"Michael E. Smith Middle School Library, South Hadley, MA"
1793,"Mildred H. Aitken Elementary School Library, Seekonk, MA"
1794,"Mill Pond School Ella Washington Griffin Library Media Center, Westborough, MA"
1795,"Milton Bradley Elementary School Library, Springfield, MA"
1797,"Mitchell Elementary School Media Center, Needham, MA"
1798,"Montague Elementary School Library, Montague, MA"
1799,"Monument Valley Regional Middle School Library, Great Barrington, MA"
1800,"Morgan Elementary School  Library Media Center, Holyoke, MA"
1801,"Morningside Community School Library Media Center, Pittsfield, MA"
1802,"Morse Pond School Library, Falmouth, MA"
1803,"Morse School Library, Cambridge, MA"
1804,"Mullen Hall Elementary School Library Media Center, Falmouth, MA"
1805,"Munger Hill Elementary School Edwin Smith Memorial Library, Westfield, MA"
1806,"Nabnasset Elementary School Library, Westford, MA"
1807,"Nantucket Elementary School elanor C. Jones Library, Nantucket, MA"
1808,"Nathaniel H. Wixon Middle School Library Media Center, Dennis, MA"
1809,"Nathaniel Morton Elementary School Library, Plymouth, MA"
1810,"Nauset Regional Middle School Library, Orleans, MA"
1811,"Nessacus Regional Middle School Library, Dalton, MA"
1812,"Newbury Elementary School Library, Newbury, MA"
1813,"Newman Elementary School Library, Needham, MA"
1814,"Nissitissit Middle School Library Media Center, Pepperell, MA"
1815,"Norman E. Day School Library, Westford, MA"
1816,"Normandin Middle School Library Media Center, New Bedford, MA"
1817,"North Andover Middle School Library Media Center, North Andover, MA"
1818,"North Attleboro Middle School Media Center, North Attleborough, MA"
1819,"North Beverly Elementary School Library, Beverly, MA"
1820,"North Elementary School Library Media Center, Somerset, MA"
1821,"North Falmouth Elementary School Library, Falmouth, MA"
1822,"North Intermediate School Library, Wilmington, MA"
1823,"Northbridge Middle School Library Media Center, Northbridge, MA"
1824,"Northeast Elementary School Library, Waltham, MA"
1826,"Northwest Elementary School Mary R. Crowley Media Center, Leominster, MA"
1827,"Norwell Middle School Library Library, Norwell, MA"
1828,"Oak Bluffs School  Library Media Center, Oak Bluffs, MA"
1829,"Oak Hill Middle School Library, Newton, MA"
1830,"Oak Middle School Library, Shrewsbury, MA"
1831,"Oak Ridge School Mary Celata Library, Sandwich, MA"
1832,"Oakdale Elementary School Gail Bradbury O'Connell Library Media Center, Dedham, MA"
1833,"Old Mill Pond Elementary School Library Media Center, Palmer, MA"
1834,"Old Rochester Regional Junior High School Library, Mattapoisett, MA"
1835,"Orchard Gardens K-8 Pilot School Edna V. Bynoe Library, Boston, MA"
1836,"Orleans Elementary School Lester P. Albee Library, Orleans, MA"
1837,"Ottoson Middle School Library, Arlington, MA"
1838,"Overlook Middle School Donna C. Philbin Library Media Center, Ashburnham, MA"
1839,"Paper Mill Elementary School David R. Noonan Library, Westfield, MA"
1840,"Paul Hanlon Elementary School Library, Westwood, MA"
1841,"Paul R. Baird Middle School Donna M. Hogan Library, Ludlow, MA"
1842,"Peirce Elementary School Library Media Center, Newton, MA"
1843,"Peter Noyes Elementary School Library, Sudbury, MA"
1844,"Pierce Middle School Library, Milton, MA"
1845,"Pierce School Library, Brookline, MA"
1846,"Pine Glen Elementary School Library, Burlington, MA"
1847,"Pine Grove Elementary School Library, Rowley, MA"
1848,"Pine Hill Elementary School Library, Sherborn, MA"
1849,"Plouffe Academy Middle School Library, Brockton, MA"
1850,"Plymouth Community Intermediate School  Library, Plymouth, MA"
1851,"Plymouth River Elementary School Library, Hingham, MA"
1852,"Plymouth South Middle School Media Center, Plymouth, MA"
1853,"Plympton School Library, Waltham, MA"
1854,"Pollard Middle School Library, Needham, MA"
1856,"Powder Mill Middle School Library, Southwick, MA"
1857,"Proctor School Miller Media Center, Topsfield, MA"
1858,"Pvt. Albert E. Thomson Elementary School Library, North Andover, MA"
1859,"Quashnet Elementary School  Library, Mashpee, MA"
1860,"R. J. Grey Jr. High School Clifford A. Card Library, Acton, MA"
1861,"Ralph Wheelock School Library, Medfield, MA"
1862,"Randolph Community Middle School Library, Randolph, MA"
1863,"Raynham Middle School Library, Raynham, MA"
1864,"Rebecca M. Johnson Elementary School Library, Springfield, MA"
1865,"Reid Middle School Library Media Center, Pittsfield, MA"
1866,"Richard J. Murphy Elementary School Library, Boston, MA"
1867,"Rita Edwards Miller School Kenneth H. Morgan, Jr. Media Center, Westford, MA"
1868,"Riverdale Elementary School John P. Raffa Library Media Center, Dedham, MA"
1869,"Riverside Elementary School Library, Danvers, MA"
1870,"Robert E. Melican Middle School Library, Northborough, MA"
1871,"Robert H. Adams Middle School Library, Holliston, MA"
1872,"Robert L. Ford Elementary School Library, Lynn, MA"
1873,"Robert T. Capeless Elementary School Library, Pittsfield, MA"
1874,"Roberta G. Doering School Library, Agawam, MA"
1875,"Roberts Elementary School Library, Medford, MA"
1876,"Robinson Park Elementary School Library Media Center, Agawam, MA"
1877,"Rochester Memorial School  Library Media Center, Rochester, MA"
1878,"Rockport Elementary School Library, Rockport, MA"
1879,"Roderick Elementary School Raymond Library, Wrentham, MA"
1880,"Roosevelt Avenue Elementary School Library / Media Center, North Attleborough, MA"
1881,"Roosevelt Middle School James Francis Library, New Bedford, MA"
1882,"Ruggles Lane Elementary School Library, Barre, MA"
1883,"Rupert A. Nock Middle School Library, Newburyport, MA"
1884,"Salemwood School  Library, Malden, MA"
1885,"Salisbury Elementary School Library, Salisbury, MA"
1886,"Sam Placentino Elementary School O'Connell Media Center, Holliston, MA"
1888,"Sanborn Elementary School Library, Andover, MA"
1889,"Sarah W. Gibbons Middle School  Library Media Center, Westborough, MA"
1890,"Schofield Elementary School Library Media Center, Wellesley, MA"
1891,"Sharon Middle School Library, Sharon, MA"
1892,"Shawsheen Elementary School Library, Wilmington, MA"
1893,"Shawsheen Elementary School Library, Andover, MA"
1894,"Silver Lake Regional Middle School Library, Kingston, MA"
1895,"Sippican School Etta-Hix Allen Library Media Center, Marion, MA"
1896,"Sky View Middle School Media Center, Leominster, MA"
1897,"Smith Elementary School Library, Danvers, MA"
1898,"Somerset Middle School  Library Media Center, Somerset, MA"
1899,"South Elementary School  Library Media Center, Hingham, MA"
1900,"South Elementary School Library, Andover, MA"
1901,"South Elementary School Library Media Center, Somerset, MA"
1902,"South Middle School Library Media Center, Braintree, MA"
1903,"South Middle School Library/IRC, Brockton, MA"
1904,"Southampton Road Elementary School Library Media Center, Westfield, MA"
1905,"Spaulding Memorial School, Townsend, MA"
1906,"Spofford Pond School Library, Boxford, MA"
1907,"Sprague Elementary School Ellen Cunniff Library, Wellesley, MA"
1908,"Spring Street Elementary School Media Center, Shrewsbury, MA"
1909,"Station Avenue Elementary School Library, Yarmouth, MA"
1910,"Stearns Elementary School Library, Pittsfield, MA"
1911,"Stoneham Middle School Library, Stoneham, MA"
1912,"Stony Brook School Library, Westford, MA"
1913,"Summer Street School Library, Lynnfield, MA"
1914,"Sumner Avenue School Library Media Center, Springfield, MA"
1915,"Sumner G. Whittier School Library, Everett, MA"
1916,"Sunderland Elementary School Library, Sunderland, MA"
1917,"Swampscott Middle School Library, Swampscott, MA"
1918,"Swift River Elementary School Library, Belchertown, MA"
1919,"Tantasqua Regional Junior High School Library, Sturbridge, MA"
1920,"Tenney Grammar School Library, Methuen, MA"
1921,"The Captain William G. Shoemaker Elementary School Library, Lynn, MA"
1922,"Thomas A. Blake Middle School Library, Medfield, MA"
1923,"Thomas Ditson Elementary School Library, Billerica, MA"
1924,"Thomas M. Balliet Elementary School Library Media Center, Springfield, MA"
1925,"Thornton W. Burgess Middle School Emilie Steere Library, Hampden, MA"
1926,"Thorpe Elementary School Library, Danvers, MA"
1927,"Tisbury School Library, Tisbury, MA"
1928,"Trottier Middle School Library, Southborough, MA"
1929,"Turkey Hill Middle School Library Media Center, Lunenburg, MA"
1930,"Undermountain Elementary School Paul W. Langer Library and Media Center, Sheffield, MA"
1931,"Underwood Elementary School  Allan Acomb Library, Newton, MA"
1932,"Upham Elementary School Library, Wellesley, MA"
1933,"Van Sickle Middle School Library, Springfield, MA"
1934,"Varnum Brook Elementary School Library, Pepperell, MA"
1935,"Veterans Park Elementary School Library, Ludlow, MA"
1936,"Vinson Owen Elementary School Library, Winchester, MA"
1937,"W. L. Chenery Middle School Instructional Media Center, Belmont, MA"
1938,"Walter J. Paton School Media Center, Shrewsbury, MA"
1939,"Walter S. Parker Middle School Library Media Center, Reading, MA"
1940,"Warner Elementary School Library, Springfield, MA"
1941,"Watertown Middle School Library, Watertown, MA"
1942,"Wayland Middle School Library Media Center, Wayland, MA"
1943,"Wellesley Middle School Alice L. Phillips Library Media Center, Wellesley, MA"
1944,"West Elementary School Library, Plymouth, MA"
1945,"West Elementary School Media Center, Andover, MA"
1946,"West Intermediate School Library, Wilmington, MA"
1947,"West Middle School Library, Andover, MA"
1948,"West Somerville Neighborhood School Library, Somerville, MA"
1949,"West Springfield Middle School Library, West Springfield, MA"
1950,"West Street School Library Media Center, Granby, MA"
1951,"West Tisbury Elementary School Library, West Tisbury, MA"
1953,"Westfield Middle School South Dr. Thomas Abernathy Library, Westfield, MA"
1954,"Westfield North Middle School Joseph J. O'Connor Library, Westfield, MA"
1955,"Weston Middle School Library, Weston, MA"
1956,"Westport Middle School Media Center, Westport, MA"
1957,"Whately Elementary School Library, Whately, MA"
1958,"Whitcomb Middle School Downey Library, Marlborough, MA"
1959,"White Street School Library Media Center, Springfield, MA"
1961,"Wilbraham Middle School Library, Wilbraham, MA"
1962,"Wilbur Elementary School Library Media Center, Somerset, MA"
1963,"Wildwood Elementary School Library, Amherst, MA"
1964,"Willard Elementary School Library, Concord, MA"
